cuda:0
Using device: cuda:0

1 Number of Devices Exists

Episode 1268	Average Score: -57.74
Episode 1269	Average Score: -57.83
Episode 1270	Average Score: -57.94
Episode 1271	Average Score: -57.99
Episode 1272	Average Score: -57.82
Episode 1273	Average Score: -58.33
Episode 1274	Average Score: -58.35
Episode 1275	Average Score: -58.23
Episode 1276	Average Score: -58.68
Episode 1277	Average Score: -58.64
Episode 1278	Average Score: -58.64
Episode 1279	Average Score: -58.66
Episode 1280	Average Score: -58.58
Episode 1281	Average Score: -58.67
Episode 1282	Average Score: -58.50
Episode 1283	Average Score: -58.39
Episode 1284	Average Score: -58.44
Episode 1285	Average Score: -58.46
Episode 1286	Average Score: -58.64
Episode 1287	Average Score: -58.62
Episode 1288	Average Score: -58.67
Episode 1289	Average Score: -58.49
Episode 1290	Average Score: -58.36
Episode 1291	Average Score: -58.05
Episode 1292	Average Score: -58.10
Episode 1293	Average Score: -58.03
Episode 1294	Average Score: -58.11
Episode 1295	Average Score: -58.17
Episode 1296	Average Score: -57.60
Episode 1297	Average Score: -57.51
Episode 1298	Average Score: -57.32
Episode 1299	Average Score: -57.34
Episode 1300	Average Score: -57.25
Episode 1301	Average Score: -57.00
Episode 1302	Average Score: -56.91
Episode 1303	Average Score: -56.77
Episode 1304	Average Score: -56.86
Episode 1305	Average Score: -56.46
Episode 1306	Average Score: -56.59
Episode 1307	Average Score: -56.42
Episode 1308	Average Score: -56.13
Episode 1309	Average Score: -56.18
Episode 1310	Average Score: -56.33
Episode 1311	Average Score: -56.22
Episode 1312	Average Score: -56.20
Episode 1313	Average Score: -56.45
Episode 1314	Average Score: -56.52
Episode 1315	Average Score: -56.50
Episode 1316	Average Score: -56.47
Episode 1317	Average Score: -56.63
Episode 1318	Average Score: -56.57
Episode 1319	Average Score: -57.03
Episode 1320	Average Score: -56.98
Episode 1321	Average Score: -56.97
Episode 1322	Average Score: -56.97
Episode 1323	Average Score: -56.98
Episode 1324	Average Score: -57.02
Episode 1325	Average Score: -56.79
Episode 1326	Average Score: -57.07
Episode 1327	Average Score: -57.07
Episode 1328	Average Score: -57.04
Episode 1329	Average Score: -57.05
Episode 1330	Average Score: -57.03
Episode 1331	Average Score: -56.92
Episode 1332	Average Score: -56.90
Episode 1333	Average Score: -56.79
Episode 1334	Average Score: -56.74
Episode 1335	Average Score: -56.57
Episode 1336	Average Score: -56.55
Episode 1337	Average Score: -56.43
Episode 1338	Average Score: -56.26
Episode 1339	Average Score: -56.08
Episode 1340	Average Score: -55.97
Episode 1341	Average Score: -55.85
Episode 1342	Average Score: -55.86
Episode 1343	Average Score: -55.69
Episode 1344	Average Score: -55.45
Episode 1345	Average Score: -55.39
Episode 1346	Average Score: -55.43
Episode 1347	Average Score: -55.63
Episode 1348	Average Score: -55.77
Episode 1349	Average Score: -55.63
Episode 1350	Average Score: -56.01
Episode 1351	Average Score: -56.16
Episode 1352	Average Score: -56.15
Episode 1353	Average Score: -56.06
Episode 1354	Average Score: -55.85
Episode 1355	Average Score: -55.73
Episode 1356	Average Score: -55.70
Episode 1357	Average Score: -55.90
Episode 1358	Average Score: -55.59
Episode 1359	Average Score: -55.22
Episode 1360	Average Score: -55.18
Episode 1361	Average Score: -55.03
Episode 1362	Average Score: -54.97
Episode 1363	Average Score: -55.01
Episode 1364	Average Score: -55.12
Episode 1365	Average Score: -55.03
Episode 1366	Average Score: -54.90
Episode 1367	Average Score: -54.67
Episode 1368	Average Score: -54.53
Episode 1369	Average Score: -54.56
Episode 1370	Average Score: -54.52
Episode 1371	Average Score: -54.45
Episode 1372	Average Score: -54.52
Episode 1373	Average Score: -54.70
Episode 1374	Average Score: -54.71
Episode 1375	Average Score: -54.84
Episode 1376	Average Score: -54.91
Episode 1377	Average Score: -54.91
Episode 1378	Average Score: -54.84
Episode 1379	Average Score: -54.91
Episode 1380	Average Score: -55.05
Episode 1381	Average Score: -54.97
Episode 1382	Average Score: -54.94
Episode 1383	Average Score: -54.85
Episode 1384	Average Score: -54.93
Episode 1385	Average Score: -54.99
Episode 1386	Average Score: -55.06
Episode 1387	Average Score: -55.08
Episode 1388	Average Score: -55.13
Episode 1389	Average Score: -55.22
Episode 1390	Average Score: -54.97
Episode 1391	Average Score: -54.40
Episode 1392	Average Score: -54.34
Episode 1393	Average Score: -54.12
Episode 1394	Average Score: -54.03
Episode 1395	Average Score: -53.71
Episode 1396	Average Score: -53.86
Episode 1397	Average Score: -53.98
Episode 1398	Average Score: -54.09
Episode 1399	Average Score: -53.93
Episode 1400	Average Score: -53.92
Episode 1401	Average Score: -53.83
Episode 1402	Average Score: -53.93
Episode 1403	Average Score: -53.86
Episode 1404	Average Score: -54.00
Episode 1405	Average Score: -54.03
Episode 1406	Average Score: -54.22
Episode 1407	Average Score: -54.30
Episode 1408	Average Score: -54.31
Episode 1409	Average Score: -54.03
Episode 1410	Average Score: -54.15
Episode 1411	Average Score: -54.05
Episode 1412	Average Score: -53.78
Episode 1413	Average Score: -53.73
Episode 1414	Average Score: -53.62
Episode 1415	Average Score: -52.98
Episode 1416	Average Score: -52.24
Episode 1417	Average Score: -52.14
Episode 1418	Average Score: -52.08
Episode 1419	Average Score: -51.72
Episode 1420	Average Score: -51.45
Episode 1421	Average Score: -51.47
Episode 1422	Average Score: -51.42
Episode 1423	Average Score: -51.45
Episode 1424	Average Score: -51.17
Episode 1425	Average Score: -51.12
Episode 1426	Average Score: -50.90
Episode 1427	Average Score: -50.66
Episode 1428	Average Score: -50.67
Episode 1429	Average Score: -50.65
Episode 1430	Average Score: -50.47
Episode 1431	Average Score: -50.03
Episode 1432	Average Score: -49.93
Episode 1433	Average Score: -50.06
Episode 1434	Average Score: -50.28
Episode 1435	Average Score: -50.21
Episode 1436	Average Score: -50.25
Episode 1437	Average Score: -50.22
Episode 1438	Average Score: -50.28
Episode 1439	Average Score: -50.25
Episode 1440	Average Score: -50.71
Episode 1441	Average Score: -50.31
Episode 1442	Average Score: -50.17
Episode 1443	Average Score: -49.84
Episode 1444	Average Score: -49.69
Episode 1445	Average Score: -49.36
Episode 1446	Average Score: -49.36
Episode 1447	Average Score: -49.01
Episode 1448	Average Score: -49.53
Episode 1449	Average Score: -49.38
Episode 1450	Average Score: -49.46
Episode 1451	Average Score: -49.36
Episode 1452	Average Score: -49.17
Episode 1453	Average Score: -49.46
Episode 1454	Average Score: -49.20
Episode 1455	Average Score: -48.44
Episode 1456	Average Score: -47.65
Episode 1457	Average Score: -47.18
Episode 1458	Average Score: -47.28
Episode 1459	Average Score: -46.93
Episode 1460	Average Score: -46.94
Episode 1461	Average Score: -47.15
Episode 1462	Average Score: -46.76
Episode 1463	Average Score: -47.26
Episode 1464	Average Score: -47.53
Episode 1465	Average Score: -48.05
Episode 1466	Average Score: -48.68
Episode 1467	Average Score: -49.10
Episode 1468	Average Score: -49.62
Episode 1469	Average Score: -49.48
Episode 1470	Average Score: -49.43
Episode 1471	Average Score: -49.28
Episode 1472	Average Score: -49.20
Episode 1473	Average Score: -49.13
Episode 1474	Average Score: -48.76
Episode 1475	Average Score: -48.87
Episode 1476	Average Score: -48.92
Episode 1477	Average Score: -48.95
Episode 1478	Average Score: -49.02
Episode 1479	Average Score: -49.19
Episode 1480	Average Score: -49.59
Episode 1481	Average Score: -49.86
Episode 1482	Average Score: -50.42
Episode 1483	Average Score: -50.67
Episode 1484	Average Score: -50.64
Episode 1485	Average Score: -50.79
Episode 1486	Average Score: -50.67
Episode 1487	Average Score: -51.11
Episode 1488	Average Score: -51.03
Episode 1489	Average Score: -50.88
Episode 1490	Average Score: -50.89
Episode 1491	Average Score: -51.20
Episode 1492	Average Score: -51.76
Episode 1493	Average Score: -51.15
Episode 1494	Average Score: -51.06
Episode 1495	Average Score: -51.63
Episode 1496	Average Score: -51.35
Episode 1497	Average Score: -51.04
Episode 1498	Average Score: -50.98
Episode 1499	Average Score: -50.90Initial Position is [-0.14796169 -0.05158295]
===============================================================
Target Position is [-0.14495969 -0.08853652]
===============================================================
Initial Kappas are  [12.926489241609694, 12.395923738650456, 11.438799191655377]
===============================================================
Goal Kappas are  [15.03242950240163, 14.392914533249208, 1.948324241998117]
===============================================================

Episode 1500	Average Score: -50.75
Episode 1500	Average Score: -50.75

Episode 1501	Average Score: -50.69
Episode 1502	Average Score: -50.78
Episode 1503	Average Score: -51.34
Episode 1504	Average Score: -51.45
Episode 1505	Average Score: -51.72
Episode 1506	Average Score: -52.05
Episode 1507	Average Score: -52.57
Episode 1508	Average Score: -52.69
Episode 1509	Average Score: -52.85
Episode 1510	Average Score: -52.35
Episode 1511	Average Score: -52.44
Episode 1512	Average Score: -52.51
Episode 1513	Average Score: -52.54
Episode 1514	Average Score: -52.64
Episode 1515	Average Score: -52.64
Episode 1516	Average Score: -52.77
Episode 1517	Average Score: -52.86
Episode 1518	Average Score: -52.80
Episode 1519	Average Score: -53.02
Episode 1520	Average Score: -53.16
Episode 1521	Average Score: -53.02
Episode 1522	Average Score: -53.17
Episode 1523	Average Score: -53.02
Episode 1524	Average Score: -52.97
Episode 1525	Average Score: -53.20
Episode 1526	Average Score: -53.02
Episode 1527	Average Score: -52.95
Episode 1528	Average Score: -53.00
Episode 1529	Average Score: -52.93
Episode 1530	Average Score: -53.55
Episode 1531	Average Score: -53.92
Episode 1532	Average Score: -53.81
Episode 1533	Average Score: -53.86
Episode 1534	Average Score: -54.24
Episode 1535	Average Score: -54.01
Episode 1536	Average Score: -53.95
Episode 1537	Average Score: -53.92
Episode 1538	Average Score: -54.06
Episode 1539	Average Score: -54.07
Episode 1540	Average Score: -53.98
Episode 1541	Average Score: -54.58
Episode 1542	Average Score: -54.85
Episode 1543	Average Score: -55.02
Episode 1544	Average Score: -55.21
Episode 1545	Average Score: -55.10
Episode 1546	Average Score: -55.25
Episode 1547	Average Score: -55.44
Episode 1548	Average Score: -55.61
Episode 1549	Average Score: -55.95
Episode 1550	Average Score: -56.02
Episode 1551	Average Score: -56.10
Episode 1552	Average Score: -55.96
Episode 1553	Average Score: -55.86
Episode 1554	Average Score: -55.75
Episode 1555	Average Score: -55.96
Episode 1556	Average Score: -56.10
Episode 1557	Average Score: -56.06
Episode 1558	Average Score: -56.37
Episode 1559	Average Score: -56.35
Episode 1560	Average Score: -56.46
Episode 1561	Average Score: -56.46
Episode 1562	Average Score: -56.37
Episode 1563	Average Score: -56.82
Episode 1564	Average Score: -57.41
Episode 1565	Average Score: -57.75
Episode 1566	Average Score: -57.89
Episode 1567	Average Score: -57.92
Episode 1568	Average Score: -58.10
Episode 1569	Average Score: -57.54
Episode 1570	Average Score: -57.67
Episode 1571	Average Score: -57.79
Episode 1572	Average Score: -57.91
Episode 1573	Average Score: -58.06
Episode 1574	Average Score: -58.26
Episode 1575	Average Score: -58.11
Episode 1576	Average Score: -58.00
Episode 1577	Average Score: -58.22
Episode 1578	Average Score: -58.16
Episode 1579	Average Score: -58.63
Episode 1580	Average Score: -59.36
Episode 1581	Average Score: -59.61
Episode 1582	Average Score: -59.83
Episode 1583	Average Score: -59.69
Episode 1584	Average Score: -59.60
Episode 1585	Average Score: -59.62
Episode 1586	Average Score: -59.79
Episode 1587	Average Score: -59.90
Episode 1588	Average Score: -59.83
Episode 1589	Average Score: -59.91
Episode 1590	Average Score: -60.13
Episode 1591	Average Score: -60.29
Episode 1592	Average Score: -60.32
Episode 1593	Average Score: -60.41
Episode 1594	Average Score: -61.03
Episode 1595	Average Score: -61.72
Episode 1596	Average Score: -61.96
Episode 1597	Average Score: -61.90
Episode 1598	Average Score: -62.22
Episode 1599	Average Score: -62.82
Episode 1600	Average Score: -62.69
Episode 1601	Average Score: -62.58
Episode 1602	Average Score: -62.48
Episode 1603	Average Score: -62.49
Episode 1604	Average Score: -62.65
Episode 1605	Average Score: -62.80
Episode 1606	Average Score: -62.85
Episode 1607	Average Score: -62.76
Episode 1608	Average Score: -62.85
Episode 1609	Average Score: -62.86
Episode 1610	Average Score: -63.16
Episode 1611	Average Score: -63.26
Episode 1612	Average Score: -63.78
Episode 1613	Average Score: -63.83
Episode 1614	Average Score: -63.91
Episode 1615	Average Score: -63.80
Episode 1616	Average Score: -63.90
Episode 1617	Average Score: -64.11
Episode 1618	Average Score: -63.93
Episode 1619	Average Score: -64.12
Episode 1620	Average Score: -64.24
Episode 1621	Average Score: -64.03
Episode 1622	Average Score: -63.89
Episode 1623	Average Score: -64.31
Episode 1624	Average Score: -64.41
Episode 1625	Average Score: -64.46
Episode 1626	Average Score: -64.68
Episode 1627	Average Score: -64.66
Episode 1628	Average Score: -64.91
Episode 1629	Average Score: -64.95
Episode 1630	Average Score: -64.81
Episode 1631	Average Score: -64.95
Episode 1632	Average Score: -64.90
Episode 1633	Average Score: -64.97
Episode 1634	Average Score: -64.92
Episode 1635	Average Score: -64.91
Episode 1636	Average Score: -64.91
Episode 1637	Average Score: -64.84
Episode 1638	Average Score: -65.05
Episode 1639	Average Score: -65.25
Episode 1640	Average Score: -65.72
Episode 1641	Average Score: -66.15
Episode 1642	Average Score: -66.41
Episode 1643	Average Score: -66.79
Episode 1644	Average Score: -66.86
Episode 1645	Average Score: -66.95
Episode 1646	Average Score: -66.95
Episode 1647	Average Score: -66.79
Episode 1648	Average Score: -66.85
Episode 1649	Average Score: -67.25
Episode 1650	Average Score: -67.21
Episode 1651	Average Score: -67.78
Episode 1652	Average Score: -67.93
Episode 1653	Average Score: -68.17
Episode 1654	Average Score: -68.06
Episode 1655	Average Score: -68.32
Episode 1656	Average Score: -68.29
Episode 1657	Average Score: -68.32
Episode 1658	Average Score: -68.47
Episode 1659	Average Score: -68.64
Episode 1660	Average Score: -68.83
Episode 1661	Average Score: -68.92
Episode 1662	Average Score: -69.05
Episode 1663	Average Score: -69.29
Episode 1664	Average Score: -69.28
Episode 1665	Average Score: -69.20
Episode 1666	Average Score: -69.40
Episode 1667	Average Score: -69.43
Episode 1668	Average Score: -69.57
Episode 1669	Average Score: -69.32
Episode 1670	Average Score: -69.13
Episode 1671	Average Score: -69.00
Episode 1672	Average Score: -69.09
Episode 1673	Average Score: -69.04
Episode 1674	Average Score: -68.84
Episode 1675	Average Score: -69.19
Episode 1676	Average Score: -69.12
Episode 1677	Average Score: -69.32
Episode 1678	Average Score: -69.49
Episode 1679	Average Score: -69.83
Episode 1680	Average Score: -69.75
Episode 1681	Average Score: -70.04
Episode 1682	Average Score: -70.23
Episode 1683	Average Score: -70.35
Episode 1684	Average Score: -70.41
Episode 1685	Average Score: -70.27
Episode 1686	Average Score: -70.65
Episode 1687	Average Score: -70.34
Episode 1688	Average Score: -70.58
Episode 1689	Average Score: -70.47
Episode 1690	Average Score: -70.32
Episode 1691	Average Score: -70.47
Episode 1692	Average Score: -70.73
Episode 1693	Average Score: -70.88
Episode 1694	Average Score: -70.91
Episode 1695	Average Score: -70.79
Episode 1696	Average Score: -70.95
Episode 1697	Average Score: -71.14
Episode 1698	Average Score: -70.56
Episode 1699	Average Score: -70.66
Episode 1700	Average Score: -70.71
Episode 1701	Average Score: -70.85
Episode 1702	Average Score: -71.14
Episode 1703	Average Score: -70.95
Episode 1704	Average Score: -70.84
Episode 1705	Average Score: -70.72
Episode 1706	Average Score: -71.00
Episode 1707	Average Score: -71.23
Episode 1708	Average Score: -71.34
Episode 1709	Average Score: -71.80
Episode 1710	Average Score: -72.18
Episode 1711	Average Score: -72.33
Episode 1712	Average Score: -72.39
Episode 1713	Average Score: -72.10
Episode 1714	Average Score: -71.27
Episode 1715	Average Score: -70.92
Episode 1716	Average Score: -70.36
Episode 1717	Average Score: -69.75
Episode 1718	Average Score: -69.50
Episode 1719	Average Score: -69.63
Episode 1720	Average Score: -69.57
Episode 1721	Average Score: -69.38
Episode 1722	Average Score: -69.68
Episode 1723	Average Score: -70.01
Episode 1724	Average Score: -70.10
Episode 1725	Average Score: -69.72
Episode 1726	Average Score: -70.22
Episode 1727	Average Score: -70.27
Episode 1728	Average Score: -70.07
Episode 1729	Average Score: -69.78
Episode 1730	Average Score: -69.17
Episode 1731	Average Score: -68.99
Episode 1732	Average Score: -68.45
Episode 1733	Average Score: -68.32
Episode 1734	Average Score: -68.65
Episode 1735	Average Score: -68.52
Episode 1736	Average Score: -68.68
Episode 1737	Average Score: -68.44
Episode 1738	Average Score: -68.55
Episode 1739	Average Score: -68.60
Episode 1740	Average Score: -68.64
Episode 1741	Average Score: -68.55
Episode 1742	Average Score: -68.16
Episode 1743	Average Score: -68.25
Episode 1744	Average Score: -68.06
Episode 1745	Average Score: -67.47
Episode 1746	Average Score: -67.40
Episode 1747	Average Score: -67.81
Episode 1748	Average Score: -67.73
Episode 1749	Average Score: -67.79Initial Position is [0.04358345 0.29525337]
===============================================================
Target Position is [-0.16611639  0.10031984]
===============================================================
Initial Kappas are  [-3.1442693052447765, 1.627203849780833, 2.047922879772001]
===============================================================
Goal Kappas are  [3.6758340085702166, 11.043167179391014, 14.976162942642471]
===============================================================

Episode 1750	Average Score: -67.88
Episode 1750	Average Score: -67.88

Episode 1751	Average Score: -67.74
Episode 1752	Average Score: -67.71
Episode 1753	Average Score: -67.10
Episode 1754	Average Score: -66.99
Episode 1755	Average Score: -66.40
Episode 1756	Average Score: -65.96
Episode 1757	Average Score: -65.59
Episode 1758	Average Score: -65.58
Episode 1759	Average Score: -65.69
Episode 1760	Average Score: -65.74
Episode 1761	Average Score: -65.68
Episode 1762	Average Score: -65.73
Episode 1763	Average Score: -65.78
Episode 1764	Average Score: -65.78
Episode 1765	Average Score: -65.84
Episode 1766	Average Score: -65.88
Episode 1767	Average Score: -66.39
Episode 1768	Average Score: -66.48
Episode 1769	Average Score: -66.63
Episode 1770	Average Score: -66.68
Episode 1771	Average Score: -67.37
Episode 1772	Average Score: -67.59
Episode 1773	Average Score: -67.22
Episode 1774	Average Score: -67.24
Episode 1775	Average Score: -67.40
Episode 1776	Average Score: -67.31
Episode 1777	Average Score: -67.30
Episode 1778	Average Score: -67.36
Episode 1779	Average Score: -67.29
Episode 1780	Average Score: -66.56
Episode 1781	Average Score: -66.38
Episode 1782	Average Score: -66.74
Episode 1783	Average Score: -66.65
Episode 1784	Average Score: -66.52
Episode 1785	Average Score: -67.01
Episode 1786	Average Score: -66.90
Episode 1787	Average Score: -66.91
Episode 1788	Average Score: -66.85
Episode 1789	Average Score: -66.81
Episode 1790	Average Score: -66.98
Episode 1791	Average Score: -66.53
Episode 1792	Average Score: -66.08
Episode 1793	Average Score: -66.03
Episode 1794	Average Score: -65.73
Episode 1795	Average Score: -66.02
Episode 1796	Average Score: -65.80
Episode 1797	Average Score: -65.65
Episode 1798	Average Score: -65.60
Episode 1799	Average Score: -65.38
Episode 1800	Average Score: -65.33
Episode 1801	Average Score: -65.18
Episode 1802	Average Score: -65.34
Episode 1803	Average Score: -65.45
Episode 1804	Average Score: -65.59
Episode 1805	Average Score: -65.58
Episode 1806	Average Score: -65.46
Episode 1807	Average Score: -66.10
Episode 1808	Average Score: -65.78
Episode 1809	Average Score: -65.83
Episode 1810	Average Score: -65.70
Episode 1811	Average Score: -66.11
Episode 1812	Average Score: -66.68
Episode 1813	Average Score: -66.28
Episode 1814	Average Score: -66.01
Episode 1815	Average Score: -66.05
Episode 1816	Average Score: -66.85
Episode 1817	Average Score: -67.05
Episode 1818	Average Score: -67.18
Episode 1819	Average Score: -67.53
Episode 1820	Average Score: -67.39
Episode 1821	Average Score: -67.21
Episode 1822	Average Score: -67.20
Episode 1823	Average Score: -67.01
Episode 1824	Average Score: -66.80
Episode 1825	Average Score: -66.67
Episode 1826	Average Score: -66.73
Episode 1827	Average Score: -66.60
Episode 1828	Average Score: -67.33
Episode 1829	Average Score: -66.84
Episode 1830	Average Score: -66.31
Episode 1831	Average Score: -66.53
Episode 1832	Average Score: -66.91
Episode 1833	Average Score: -67.20
Episode 1834	Average Score: -67.39
Episode 1835	Average Score: -67.18
Episode 1836	Average Score: -67.60
Episode 1837	Average Score: -68.20
Episode 1838	Average Score: -68.50
Episode 1839	Average Score: -68.56
Episode 1840	Average Score: -69.16
Episode 1841	Average Score: -69.14
Episode 1842	Average Score: -69.65
Episode 1843	Average Score: -69.85
Episode 1844	Average Score: -69.22
Episode 1845	Average Score: -68.87
Episode 1846	Average Score: -68.64
Episode 1847	Average Score: -68.95
Episode 1848	Average Score: -68.96
Episode 1849	Average Score: -68.99
Episode 1850	Average Score: -69.10
Episode 1851	Average Score: -69.21
Episode 1852	Average Score: -69.47
Episode 1853	Average Score: -70.21
Episode 1854	Average Score: -70.16
Episode 1855	Average Score: -70.65
Episode 1856	Average Score: -70.61
Episode 1857	Average Score: -70.97
Episode 1858	Average Score: -71.32
Episode 1859	Average Score: -71.19
Episode 1860	Average Score: -71.07
Episode 1861	Average Score: -71.37
Episode 1862	Average Score: -70.93
Episode 1863	Average Score: -71.57
Episode 1864	Average Score: -71.57
Episode 1865	Average Score: -71.83
Episode 1866	Average Score: -71.70
Episode 1867	Average Score: -71.52
Episode 1868	Average Score: -71.59
Episode 1869	Average Score: -71.33
Episode 1870	Average Score: -71.16
Episode 1871	Average Score: -71.65
Episode 1872	Average Score: -71.56
Episode 1873	Average Score: -71.05
Episode 1874	Average Score: -70.97
Episode 1875	Average Score: -70.73
Episode 1876	Average Score: -70.53
Episode 1877	Average Score: -70.63
Episode 1878	Average Score: -70.48
Episode 1879	Average Score: -70.48
Episode 1880	Average Score: -70.54
Episode 1881	Average Score: -70.93
Episode 1882	Average Score: -71.54
Episode 1883	Average Score: -71.68
Episode 1884	Average Score: -71.80
Episode 1885	Average Score: -71.78
Episode 1886	Average Score: -71.70
Episode 1887	Average Score: -71.81
Episode 1888	Average Score: -72.39
Episode 1889	Average Score: -72.59
Episode 1890	Average Score: -72.35
Episode 1891	Average Score: -72.36
Episode 1892	Average Score: -72.24
Episode 1893	Average Score: -71.92
Episode 1894	Average Score: -72.09
Episode 1895	Average Score: -72.01
Episode 1896	Average Score: -72.44
Episode 1897	Average Score: -72.70
Episode 1898	Average Score: -72.67
Episode 1899	Average Score: -72.40
Episode 1900	Average Score: -73.05
Episode 1901	Average Score: -72.59
Episode 1902	Average Score: -72.31
Episode 1903	Average Score: -72.63
Episode 1904	Average Score: -72.90
Episode 1905	Average Score: -72.43
Episode 1906	Average Score: -72.79
Episode 1907	Average Score: -72.97
Episode 1908	Average Score: -73.15
Episode 1909	Average Score: -73.30
Episode 1910	Average Score: -72.90
Episode 1911	Average Score: -72.99
Episode 1912	Average Score: -73.29
Episode 1913	Average Score: -73.31
Episode 1914	Average Score: -73.23
Episode 1915	Average Score: -73.65
Episode 1916	Average Score: -73.94
Episode 1917	Average Score: -73.92
Episode 1918	Average Score: -74.09
Episode 1919	Average Score: -74.21
Episode 1920	Average Score: -74.29
Episode 1921	Average Score: -74.23
Episode 1922	Average Score: -74.01
Episode 1923	Average Score: -74.02
Episode 1924	Average Score: -74.02
Episode 1925	Average Score: -73.74
Episode 1926	Average Score: -73.77
Episode 1927	Average Score: -73.54
Episode 1928	Average Score: -73.68
Episode 1929	Average Score: -73.45
Episode 1930	Average Score: -73.56
Episode 1931	Average Score: -73.39
Episode 1932	Average Score: -73.18
Episode 1933	Average Score: -72.71
Episode 1934	Average Score: -72.40
Episode 1935	Average Score: -72.37
Episode 1936	Average Score: -72.55
Episode 1937	Average Score: -72.62
Episode 1938	Average Score: -72.58
Episode 1939	Average Score: -72.80
Episode 1940	Average Score: -72.82
Episode 1941	Average Score: -72.93
Episode 1942	Average Score: -72.48
Episode 1943	Average Score: -72.49
Episode 1944	Average Score: -72.42
Episode 1945	Average Score: -72.48
Episode 1946	Average Score: -72.54
Episode 1947	Average Score: -72.31
Episode 1948	Average Score: -72.49
Episode 1949	Average Score: -72.50
Episode 1950	Average Score: -72.70
Episode 1951	Average Score: -72.68
Episode 1952	Average Score: -72.59
Episode 1953	Average Score: -72.43
Episode 1954	Average Score: -72.72
Episode 1955	Average Score: -73.00
Episode 1956	Average Score: -72.48
Episode 1957	Average Score: -72.31
Episode 1958	Average Score: -72.29
Episode 1959	Average Score: -71.70
Episode 1960	Average Score: -71.69
Episode 1961	Average Score: -71.88
Episode 1962	Average Score: -71.90
Episode 1963	Average Score: -71.82
Episode 1964	Average Score: -71.96
Episode 1965	Average Score: -71.93
Episode 1966	Average Score: -72.04
Episode 1967	Average Score: -72.05
Episode 1968	Average Score: -71.89
Episode 1969	Average Score: -72.12
Episode 1970	Average Score: -72.56
Episode 1971	Average Score: -72.56
Episode 1972	Average Score: -72.38
Episode 1973	Average Score: -72.11
Episode 1974	Average Score: -72.52
Episode 1975	Average Score: -72.63
Episode 1976	Average Score: -72.47
Episode 1977	Average Score: -72.61
Episode 1978	Average Score: -72.43
Episode 1979	Average Score: -72.53
Episode 1980	Average Score: -72.73
Episode 1981	Average Score: -72.46
Episode 1982	Average Score: -72.45
Episode 1983	Average Score: -72.61
Episode 1984	Average Score: -72.14
Episode 1985	Average Score: -72.27
Episode 1986	Average Score: -72.14
Episode 1987	Average Score: -72.10
Episode 1988	Average Score: -71.93
Episode 1989	Average Score: -72.54
Episode 1990	Average Score: -72.94
Episode 1991	Average Score: -72.67
Episode 1992	Average Score: -72.79
Episode 1993	Average Score: -73.07
Episode 1994	Average Score: -73.31
Episode 1995	Average Score: -73.71
Episode 1996	Average Score: -73.67
Episode 1997	Average Score: -73.06
Episode 1998	Average Score: -73.69
Episode 1999	Average Score: -73.69Initial Position is [-0.09660502  0.20162912]
===============================================================
Target Position is [0.06918436 0.28687626]
===============================================================
Initial Kappas are  [-2.6871494260768545, 9.613710977043912, 15.610111334664477]
===============================================================
Goal Kappas are  [-2.360806839793782, -3.2147761083567525, 7.251646355641524]
===============================================================

Episode 2000	Average Score: -74.36
Episode 2000	Average Score: -74.36

Episode 2001	Average Score: -74.37
Episode 2002	Average Score: -74.20
Episode 2003	Average Score: -74.29
Episode 2004	Average Score: -73.88
Episode 2005	Average Score: -73.67
Episode 2006	Average Score: -74.17
Episode 2007	Average Score: -74.34
Episode 2008	Average Score: -74.18
Episode 2009	Average Score: -73.98
Episode 2010	Average Score: -73.95
Episode 2011	Average Score: -74.08
Episode 2012	Average Score: -74.30
Episode 2013	Average Score: -74.11
Episode 2014	Average Score: -74.27
Episode 2015	Average Score: -74.25
Episode 2016	Average Score: -74.11
Episode 2017	Average Score: -74.02
Episode 2018	Average Score: -74.15
Episode 2019	Average Score: -73.87
Episode 2020	Average Score: -73.99
Episode 2021	Average Score: -73.17
Episode 2022	Average Score: -72.93
Episode 2023	Average Score: -72.94
Episode 2024	Average Score: -72.79
Episode 2025	Average Score: -72.50
Episode 2026	Average Score: -73.00
Episode 2027	Average Score: -73.09
Episode 2028	Average Score: -72.79
Episode 2029	Average Score: -73.24
Episode 2030	Average Score: -73.23
Episode 2031	Average Score: -73.57
Episode 2032	Average Score: -73.68
Episode 2033	Average Score: -74.12
Episode 2034	Average Score: -74.47
Episode 2035	Average Score: -74.25
Episode 2036	Average Score: -74.75
Episode 2037	Average Score: -74.92
Episode 2038	Average Score: -74.98
Episode 2039	Average Score: -75.83
Episode 2040	Average Score: -75.64
Episode 2041	Average Score: -75.62
Episode 2042	Average Score: -75.87
Episode 2043	Average Score: -75.88
Episode 2044	Average Score: -76.12
Episode 2045	Average Score: -75.89
Episode 2046	Average Score: -75.94
Episode 2047	Average Score: -76.33
Episode 2048	Average Score: -76.47
Episode 2049	Average Score: -76.96
Episode 2050	Average Score: -76.95
Episode 2051	Average Score: -77.20
Episode 2052	Average Score: -77.48
Episode 2053	Average Score: -77.80
Episode 2054	Average Score: -78.04
Episode 2055	Average Score: -77.99
Episode 2056	Average Score: -78.03
Episode 2057	Average Score: -77.98
Episode 2058	Average Score: -78.07
Episode 2059	Average Score: -78.39
Episode 2060	Average Score: -78.23
Episode 2061	Average Score: -77.93
